colony_id,partner,species,AFDW.mg.cm2,timepoint,DW.mg.cm2
ACR-439,Sym,Acropora,0.8369267178453376,SEPTEMBER,105.17188008430296
ACR-446,Host,Acropora,1.3466965066891028,SEPTEMBER,105.34001832849218
ACR-446,Sym,Acropora,0.6709856278942111,SEPTEMBER,72.50739998704839
ACR-447,Host,Acropora,2.748080256048445,SEPTEMBER,225.8772468611046
ACR-447,Sym,Acropora,1.0905767315341448,SEPTEMBER,162.74457819856602
ACR-448,Host,Acropora,1.6599334648473172,SEPTEMBER,157.85449473287088
ACR-448,Sym,Acropora,0.7309798744281897,SEPTEMBER,114.1620001886123
ACR-449,Host,Acropora,1.8738212674735042,SEPTEMBER,158.09984531804292
ACR-449,Sym,Acropora,0.9636795089863455,SEPTEMBER,110.94360347205742
ACR-451,Host,Acropora,1.4953882089599952,SEPTEMBER,200.623582711316
ACR-451,Sym,Acropora,1.058274732494789,SEPTEMBER,147.84660381167106
ACR-456,Host,Acropora,1.867848514145061,SEPTEMBER,165.72591515798632
ACR-456,Sym,Acropora,1.1174606762885357,SEPTEMBER,120.54542076818566
ACR-457,Host,Acropora,1.20724653103828,SEPTEMBER,89.30642955641359
ACR-457,Sym,Acropora,0.7894342533397908,SEPTEMBER,58.36270638467743
ACR-458,Host,Acropora,1.5726058365675017,SEPTEMBER,146.7056233066121
ACR-458,Sym,Acropora,0.9373964202284797,SEPTEMBER,101.85728357922437
ACR-459,Host,Acropora,2.0047631309501837,SEPTEMBER,212.28693077568104
ACR-459,Sym,Acropora,0.6380751470550863,SEPTEMBER,153.27024906243597
ACR-460,Host,Acropora,1.8747675431682007,SEPTEMBER,159.10311725832213
ACR-460,Sym,Acropora,0.8533424679248439,SEPTEMBER,110.26865511662271
ACR-461,Host,Acropora,1.5586832393627583,SEPTEMBER,135.36969098460523
ACR-461,Sym,Acropora,0.7403745386972629,SEPTEMBER,90.00096804620385
ACR-462,Host,Acropora,1.2028334518234927,SEPTEMBER,128.39897437328713
ACR-462,Sym,Acropora,0.5147008258965546,SEPTEMBER,88.6180552413221
ACR-463,Host,Acropora,1.4953854117126455,SEPTEMBER,157.65490751342608
ACR-463,Sym,Acropora,0.5242249982633237,SEPTEMBER,109.75504844592102
ACR-464,Host,Acropora,1.9460287634516,SEPTEMBER,221.27279155883258
ACR-464,Sym,Acropora,0.9207017805577228,SEPTEMBER,162.48991424146092
ACR-465,Host,Acropora,2.2185947433482935,SEPTEMBER,186.05011004748357
ACR-465,Sym,Acropora,0.45956605397932065,SEPTEMBER,128.76905000168364
