"","calibrated","logger","Date","Time"
"37283",28.3,2,2022-04-05,"18:10:00"
"37284",2.5,2,2022-04-05,"18:20:00"
"37285",0,2,2022-04-05,"18:30:00"
"37286",0,2,2022-04-05,"18:40:00"
"37287",0,2,2022-04-05,"18:50:00"
"37288",0,2,2022-04-05,"19:00:00"
"37289",0,2,2022-04-05,"19:10:00"
"37290",0,2,2022-04-05,"19:20:00"
"37291",0,2,2022-04-05,"19:30:00"
"37292",0,2,2022-04-05,"19:40:00"
"37293",0,2,2022-04-05,"19:50:00"
"37294",0,2,2022-04-05,"20:00:00"
"37295",0,2,2022-04-05,"20:10:00"
"37296",0,2,2022-04-05,"20:20:00"
"37297",0,2,2022-04-05,"20:30:00"
"37298",0,2,2022-04-05,"20:40:00"
"37299",0,2,2022-04-05,"20:50:00"
"37300",0,2,2022-04-05,"21:00:00"
"37301",0,2,2022-04-05,"21:10:00"
"37302",0,2,2022-04-05,"21:20:00"
"37303",0,2,2022-04-05,"21:30:00"
"37304",0,2,2022-04-05,"21:40:00"
"37305",0,2,2022-04-05,"21:50:00"
"37306",0,2,2022-04-05,"22:00:00"
"37307",0,2,2022-04-05,"22:10:00"
"37308",0,2,2022-04-05,"22:20:00"
"37309",0,2,2022-04-05,"22:30:00"
"37310",0,2,2022-04-05,"22:40:00"
"37311",0,2,2022-04-05,"22:50:00"
"37312",0,2,2022-04-05,"23:00:00"
"37313",0,2,2022-04-05,"23:10:00"
"37314",0,2,2022-04-05,"23:20:00"
"37315",0,2,2022-04-05,"23:30:00"
"37316",0,2,2022-04-05,"23:40:00"
"37317",0,2,2022-04-05,"23:50:00"
"37318",0,2,2022-04-06,NA
"37319",0,2,2022-04-06,"00:10:00"
"37320",0,2,2022-04-06,"00:20:00"
"37321",0,2,2022-04-06,"00:30:00"
"37322",0,2,2022-04-06,"00:40:00"
"37323",0,2,2022-04-06,"00:50:00"
"37324",0,2,2022-04-06,"01:00:00"
"37325",0,2,2022-04-06,"01:10:00"
"37326",0,2,2022-04-06,"01:20:00"
"37327",0,2,2022-04-06,"01:30:00"
"37328",0,2,2022-04-06,"01:40:00"
"37329",0,2,2022-04-06,"01:50:00"
"37330",0,2,2022-04-06,"02:00:00"
"37331",0,2,2022-04-06,"02:10:00"
"37332",0,2,2022-04-06,"02:20:00"
"37333",0,2,2022-04-06,"02:30:00"
"37334",0,2,2022-04-06,"02:40:00"
"37335",0,2,2022-04-06,"02:50:00"
"37336",0,2,2022-04-06,"03:00:00"
"37337",0,2,2022-04-06,"03:10:00"
"37338",0,2,2022-04-06,"03:20:00"
"37339",0,2,2022-04-06,"03:30:00"
"37340",0,2,2022-04-06,"03:40:00"
"37341",0,2,2022-04-06,"03:50:00"
"37342",0,2,2022-04-06,"04:00:00"
"37343",0,2,2022-04-06,"04:10:00"
"37344",0,2,2022-04-06,"04:20:00"
"37345",0,2,2022-04-06,"04:30:00"
"37346",0,2,2022-04-06,"04:40:00"
"37347",0,2,2022-04-06,"04:50:00"
"37348",0,2,2022-04-06,"05:00:00"
"37349",0,2,2022-04-06,"05:10:00"
"37350",0,2,2022-04-06,"05:20:00"
"37351",0,2,2022-04-06,"05:30:00"
"37352",0,2,2022-04-06,"05:40:00"
"37353",0,2,2022-04-06,"05:50:00"
"37354",13.6,2,2022-04-06,"06:00:00"
"37355",75.1,2,2022-04-06,"06:10:00"
"37356",241.4,2,2022-04-06,"06:20:00"
"37357",482.9,2,2022-04-06,"06:30:00"
"37358",783.4,2,2022-04-06,"06:40:00"
"37359",1133.3,2,2022-04-06,"06:50:00"
"37360",1544.7,2,2022-04-06,"07:00:00"
"37361",1998,2,2022-04-06,"07:10:00"
"37362",2466.1,2,2022-04-06,"07:20:00"
"37363",3091.9,2,2022-04-06,"07:30:00"
"37364",3675.8,2,2022-04-06,"07:40:00"
"37365",4296.6,2,2022-04-06,"07:50:00"
"37366",4947,2,2022-04-06,"08:00:00"
"37367",5821.6,2,2022-04-06,"08:10:00"
"37368",6698.7,2,2022-04-06,"08:20:00"
"37369",7272.7,2,2022-04-06,"08:30:00"
"37370",7750.6,2,2022-04-06,"08:40:00"
"37371",8558.7,2,2022-04-06,"08:50:00"
"37372",9448.1,2,2022-04-06,"09:00:00"
"37373",10141.6,2,2022-04-06,"09:10:00"
"37374",11056.8,2,2022-04-06,"09:20:00"
"37375",11993,2,2022-04-06,"09:30:00"
"37376",13205.1,2,2022-04-06,"09:40:00"
"37377",13777.9,2,2022-04-06,"09:50:00"
"37378",14093.3,2,2022-04-06,"10:00:00"
"37379",14658.7,2,2022-04-06,"10:10:00"
"37380",14728.9,2,2022-04-06,"10:20:00"
"37381",15322.6,2,2022-04-06,"10:30:00"
"37382",16064.2,2,2022-04-06,"10:40:00"
"37383",16540.9,2,2022-04-06,"10:50:00"
"37384",16707.2,2,2022-04-06,"11:00:00"
"37385",15991.5,2,2022-04-06,"11:10:00"
"37386",17342.8,2,2022-04-06,"11:20:00"
"37387",17714.8,2,2022-04-06,"11:30:00"
"37388",18206.3,2,2022-04-06,"11:40:00"
"37389",18765.6,2,2022-04-06,"11:50:00"
"37390",18896.2,2,2022-04-06,"12:00:00"
"37391",18636.3,2,2022-04-06,"12:10:00"
"37392",16794.7,2,2022-04-06,"12:20:00"
"37393",18685.5,2,2022-04-06,"12:30:00"
"37394",17820.8,2,2022-04-06,"12:40:00"
"37395",17555.9,2,2022-04-06,"12:50:00"
"37396",17293.6,2,2022-04-06,"13:00:00"
"37397",17355.2,2,2022-04-06,"13:10:00"
"37398",17686.5,2,2022-04-06,"13:20:00"
"37399",17353.9,2,2022-04-06,"13:30:00"
"37400",15378.1,2,2022-04-06,"13:40:00"
"37401",17098.9,2,2022-04-06,"13:50:00"
"37402",13442.9,2,2022-04-06,"14:00:00"
"37403",14667.3,2,2022-04-06,"14:10:00"
"37404",12903.3,2,2022-04-06,"14:20:00"
"37405",12054.6,2,2022-04-06,"14:30:00"
"37406",12127.3,2,2022-04-06,"14:40:00"
"37407",11420.2,2,2022-04-06,"14:50:00"
"37408",10833.9,2,2022-04-06,"15:00:00"
"37409",10051.7,2,2022-04-06,"15:10:00"
"37410",9273.2,2,2022-04-06,"15:20:00"
"37411",8744.7,2,2022-04-06,"15:30:00"
"37412",8040.1,2,2022-04-06,"15:40:00"
"37413",7067,2,2022-04-06,"15:50:00"
"37414",6506.5,2,2022-04-06,"16:00:00"
"37415",5814.2,2,2022-04-06,"16:10:00"
"37416",5242.6,2,2022-04-06,"16:20:00"
"37417",4552.8,2,2022-04-06,"16:30:00"
"37418",3775.5,2,2022-04-06,"16:40:00"
"37419",3144.8,2,2022-04-06,"16:50:00"
"37420",2519.1,2,2022-04-06,"17:00:00"
"37421",1863.7,2,2022-04-06,"17:10:00"
"37422",1371,2,2022-04-06,"17:20:00"
"37423",926.3,2,2022-04-06,"17:30:00"
"37424",596.2,2,2022-04-06,"17:40:00"
"37425",298.1,2,2022-04-06,"17:50:00"
"37426",94.9,2,2022-04-06,"18:00:00"
"37427",16,2,2022-04-06,"18:10:00"
"37428",0,2,2022-04-06,"18:20:00"
"37429",0,2,2022-04-06,"18:30:00"
"37430",0,2,2022-04-06,"18:40:00"
"37431",0,2,2022-04-06,"18:50:00"
"37432",0,2,2022-04-06,"19:00:00"
"37433",0,2,2022-04-06,"19:10:00"
"37434",0,2,2022-04-06,"19:20:00"
"37435",0,2,2022-04-06,"19:30:00"
"37436",0,2,2022-04-06,"19:40:00"
"37437",0,2,2022-04-06,"19:50:00"
"37438",0,2,2022-04-06,"20:00:00"
"37439",0,2,2022-04-06,"20:10:00"
"37440",0,2,2022-04-06,"20:20:00"
"37441",0,2,2022-04-06,"20:30:00"
"37442",0,2,2022-04-06,"20:40:00"
"37443",0,2,2022-04-06,"20:50:00"
"37444",0,2,2022-04-06,"21:00:00"
"37445",0,2,2022-04-06,"21:10:00"
"37446",0,2,2022-04-06,"21:20:00"
"37447",0,2,2022-04-06,"21:30:00"
"37448",0,2,2022-04-06,"21:40:00"
"37449",0,2,2022-04-06,"21:50:00"
"37450",0,2,2022-04-06,"22:00:00"
"37451",0,2,2022-04-06,"22:10:00"
"37452",0,2,2022-04-06,"22:20:00"
"37453",0,2,2022-04-06,"22:30:00"
"37454",0,2,2022-04-06,"22:40:00"
"37455",0,2,2022-04-06,"22:50:00"
"37456",0,2,2022-04-06,"23:00:00"
"37457",0,2,2022-04-06,"23:10:00"
"37458",0,2,2022-04-06,"23:20:00"
"37459",0,2,2022-04-06,"23:30:00"
"37460",0,2,2022-04-06,"23:40:00"
"37461",0,2,2022-04-06,"23:50:00"
"37462",0,2,2022-04-07,NA
"37463",0,2,2022-04-07,"00:10:00"
"37464",0,2,2022-04-07,"00:20:00"
"37465",0,2,2022-04-07,"00:30:00"
"37466",0,2,2022-04-07,"00:40:00"
"37467",0,2,2022-04-07,"00:50:00"
"37468",0,2,2022-04-07,"01:00:00"
"37469",0,2,2022-04-07,"01:10:00"
"37470",0,2,2022-04-07,"01:20:00"
"37471",0,2,2022-04-07,"01:30:00"
"37472",0,2,2022-04-07,"01:40:00"
"37473",0,2,2022-04-07,"01:50:00"
"37474",0,2,2022-04-07,"02:00:00"
"37475",0,2,2022-04-07,"02:10:00"
"37476",0,2,2022-04-07,"02:20:00"
"37477",0,2,2022-04-07,"02:30:00"
"37478",0,2,2022-04-07,"02:40:00"
"37479",0,2,2022-04-07,"02:50:00"
"37480",0,2,2022-04-07,"03:00:00"
"37481",0,2,2022-04-07,"03:10:00"
"37482",0,2,2022-04-07,"03:20:00"
"37483",0,2,2022-04-07,"03:30:00"
"37484",0,2,2022-04-07,"03:40:00"
"37485",0,2,2022-04-07,"03:50:00"
"37486",0,2,2022-04-07,"04:00:00"
"37487",0,2,2022-04-07,"04:10:00"
"37488",0,2,2022-04-07,"04:20:00"
"37489",0,2,2022-04-07,"04:30:00"
"37490",0,2,2022-04-07,"04:40:00"
"37491",0,2,2022-04-07,"04:50:00"
"37492",0,2,2022-04-07,"05:00:00"
"37493",0,2,2022-04-07,"05:10:00"
"37494",0,2,2022-04-07,"05:20:00"
"37495",0,2,2022-04-07,"05:30:00"
"37496",0,2,2022-04-07,"05:40:00"
"37497",0,2,2022-04-07,"05:50:00"
"37498",11.1,2,2022-04-07,"06:00:00"
"37499",70.2,2,2022-04-07,"06:10:00"
"37500",236.5,2,2022-04-07,"06:20:00"
"37501",484.1,2,2022-04-07,"06:30:00"
"37502",773.6,2,2022-04-07,"06:40:00"
"37503",1084,2,2022-04-07,"06:50:00"
"37504",1474.5,2,2022-04-07,"07:00:00"
"37505",1877.3,2,2022-04-07,"07:10:00"
"37506",2302.3,2,2022-04-07,"07:20:00"
"37507",2735.9,2,2022-04-07,"07:30:00"
"37508",3212.6,2,2022-04-07,"07:40:00"
"37509",3776.8,2,2022-04-07,"07:50:00"
"37510",4385.3,2,2022-04-07,"08:00:00"
"37511",4964.2,2,2022-04-07,"08:10:00"
"37512",5663.9,2,2022-04-07,"08:20:00"
"37513",5848.7,2,2022-04-07,"08:30:00"
"37514",6826.8,2,2022-04-07,"08:40:00"
"37515",7519,2,2022-04-07,"08:50:00"
"37516",8322.2,2,2022-04-07,"09:00:00"
"37517",9010.8,2,2022-04-07,"09:10:00"
"37518",9700.6,2,2022-04-07,"09:20:00"
"37519",10383,2,2022-04-07,"09:30:00"
"37520",11140.6,2,2022-04-07,"09:40:00"
"37521",11814.4,2,2022-04-07,"09:50:00"
"37522",12259.1,2,2022-04-07,"10:00:00"
"37523",12946.5,2,2022-04-07,"10:10:00"
"37524",13505.7,2,2022-04-07,"10:20:00"
"37525",14014.5,2,2022-04-07,"10:30:00"
"37526",14400,2,2022-04-07,"10:40:00"
"37527",14890.3,2,2022-04-07,"10:50:00"
"37528",15264.8,2,2022-04-07,"11:00:00"
"37529",15755,2,2022-04-07,"11:10:00"
"37530",16051.9,2,2022-04-07,"11:20:00"
"37531",16290.9,2,2022-04-07,"11:30:00"
"37532",16540.9,2,2022-04-07,"11:40:00"
"37533",16559.4,2,2022-04-07,"11:50:00"
"37534",16789.7,2,2022-04-07,"12:00:00"
"37535",16903.1,2,2022-04-07,"12:10:00"
"37536",16922.8,2,2022-04-07,"12:20:00"
"37537",17419.2,2,2022-04-07,"12:30:00"
"37538",17530.1,2,2022-04-07,"12:40:00"
"37539",16970.8,2,2022-04-07,"12:50:00"
"37540",17280,2,2022-04-07,"13:00:00"
"37541",17783.8,2,2022-04-07,"13:10:00"
"37542",17063.2,2,2022-04-07,"13:20:00"
"37543",16523.7,2,2022-04-07,"13:30:00"
"37544",8316,2,2022-04-07,"13:40:00"
"37545",14778.2,2,2022-04-07,"13:50:00"
"37546",9869.4,2,2022-04-07,"14:00:00"
"37547",14014.5,2,2022-04-07,"14:10:00"
"37548",13302.5,2,2022-04-07,"14:20:00"
"37549",12411.8,2,2022-04-07,"14:30:00"
"37550",11766.4,2,2022-04-07,"14:40:00"
"37551",11010,2,2022-04-07,"14:50:00"
"37552",10358.4,2,2022-04-07,"15:00:00"
"37553",9896.5,2,2022-04-07,"15:10:00"
"37554",9402.5,2,2022-04-07,"15:20:00"
"37555",8742.2,2,2022-04-07,"15:30:00"
"37556",7850.4,2,2022-04-07,"15:40:00"
"37557",7968.7,2,2022-04-07,"15:50:00"
"37558",7920.6,2,2022-04-07,"16:00:00"
"37559",4012,2,2022-04-07,"16:10:00"
"37560",6143.1,2,2022-04-07,"16:20:00"
"37561",4987.7,2,2022-04-07,"16:30:00"
"37562",4199.3,2,2022-04-07,"16:40:00"
"37563",3483.6,2,2022-04-07,"16:50:00"
"37564",2620.1,2,2022-04-07,"17:00:00"
"37565",2206.2,2,2022-04-07,"17:10:00"
"37566",1623.5,2,2022-04-07,"17:20:00"
"37567",1028.6,2,2022-04-07,"17:30:00"
"37568",591.3,2,2022-04-07,"17:40:00"
"37569",301.8,2,2022-04-07,"17:50:00"
"37570",97.3,2,2022-04-07,"18:00:00"
"37571",17.2,2,2022-04-07,"18:10:00"
"37572",0,2,2022-04-07,"18:20:00"
"37573",0,2,2022-04-07,"18:30:00"
"37574",0,2,2022-04-07,"18:40:00"
"37575",0,2,2022-04-07,"18:50:00"
"37576",0,2,2022-04-07,"19:00:00"
"37577",0,2,2022-04-07,"19:10:00"
"37578",0,2,2022-04-07,"19:20:00"
"37579",0,2,2022-04-07,"19:30:00"
"37580",0,2,2022-04-07,"19:40:00"
"37581",0,2,2022-04-07,"19:50:00"
"37582",0,2,2022-04-07,"20:00:00"
"37583",0,2,2022-04-07,"20:10:00"
"37584",0,2,2022-04-07,"20:20:00"
"37585",0,2,2022-04-07,"20:30:00"
"37586",0,2,2022-04-07,"20:40:00"
"37587",0,2,2022-04-07,"20:50:00"
"37588",0,2,2022-04-07,"21:00:00"
"37589",0,2,2022-04-07,"21:10:00"
"37590",0,2,2022-04-07,"21:20:00"
"37591",0,2,2022-04-07,"21:30:00"
"37592",0,2,2022-04-07,"21:40:00"
"37593",0,2,2022-04-07,"21:50:00"
"37594",0,2,2022-04-07,"22:00:00"
"37595",0,2,2022-04-07,"22:10:00"
"37596",0,2,2022-04-07,"22:20:00"
"37597",0,2,2022-04-07,"22:30:00"
"37598",0,2,2022-04-07,"22:40:00"
"37599",0,2,2022-04-07,"22:50:00"
"37600",0,2,2022-04-07,"23:00:00"
"37601",0,2,2022-04-07,"23:10:00"
"37602",0,2,2022-04-07,"23:20:00"
"37603",0,2,2022-04-07,"23:30:00"
"37604",0,2,2022-04-07,"23:40:00"
"37605",0,2,2022-04-07,"23:50:00"
"37606",0,2,2022-04-08,NA
"37607",0,2,2022-04-08,"00:10:00"
"37608",0,2,2022-04-08,"00:20:00"
"37609",0,2,2022-04-08,"00:30:00"
"37610",0,2,2022-04-08,"00:40:00"
"37611",0,2,2022-04-08,"00:50:00"
"37612",0,2,2022-04-08,"01:00:00"
"37613",0,2,2022-04-08,"01:10:00"
"37614",0,2,2022-04-08,"01:20:00"
"37615",0,2,2022-04-08,"01:30:00"
"37616",0,2,2022-04-08,"01:40:00"
"37617",0,2,2022-04-08,"01:50:00"
"37618",0,2,2022-04-08,"02:00:00"
"37619",0,2,2022-04-08,"02:10:00"
"37620",0,2,2022-04-08,"02:20:00"
"37621",0,2,2022-04-08,"02:30:00"
"37622",0,2,2022-04-08,"02:40:00"
"37623",0,2,2022-04-08,"02:50:00"
"37624",0,2,2022-04-08,"03:00:00"
"37625",0,2,2022-04-08,"03:10:00"
"37626",0,2,2022-04-08,"03:20:00"
"37627",0,2,2022-04-08,"03:30:00"
"37628",0,2,2022-04-08,"03:40:00"
"37629",0,2,2022-04-08,"03:50:00"
"37630",0,2,2022-04-08,"04:00:00"
"37631",0,2,2022-04-08,"04:10:00"
"37632",0,2,2022-04-08,"04:20:00"
"37633",0,2,2022-04-08,"04:30:00"
"37634",0,2,2022-04-08,"04:40:00"
"37635",0,2,2022-04-08,"04:50:00"
"37636",0,2,2022-04-08,"05:00:00"
"37637",0,2,2022-04-08,"05:10:00"
"37638",0,2,2022-04-08,"05:20:00"
"37639",0,2,2022-04-08,"05:30:00"
"37640",0,2,2022-04-08,"05:40:00"
"37641",0,2,2022-04-08,"05:50:00"
"37642",9.9,2,2022-04-08,"06:00:00"
"37643",59.1,2,2022-04-08,"06:10:00"
"37644",223,2,2022-04-08,"06:20:00"
"37645",496.4,2,2022-04-08,"06:30:00"
"37646",938.6,2,2022-04-08,"06:40:00"
"37647",1225.7,2,2022-04-08,"06:50:00"
"37648",1443.7,2,2022-04-08,"07:00:00"
"37649",1993.1,2,2022-04-08,"07:10:00"
"37650",2861.5,2,2022-04-08,"07:20:00"
"37651",3481.1,2,2022-04-08,"07:30:00"
"37652",4106.9,2,2022-04-08,"07:40:00"
"37653",4614.4,2,2022-04-08,"07:50:00"
"37654",5288.2,2,2022-04-08,"08:00:00"
"37655",5363.4,2,2022-04-08,"08:10:00"
"37656",6633.4,2,2022-04-08,"08:20:00"
"37657",7347.8,2,2022-04-08,"08:30:00"
"37658",7781.4,2,2022-04-08,"08:40:00"
"37659",8774.3,2,2022-04-08,"08:50:00"
"37660",9620.5,2,2022-04-08,"09:00:00"
"37661",10463.1,2,2022-04-08,"09:10:00"
"37662",11085.2,2,2022-04-08,"09:20:00"
"37663",11622.3,2,2022-04-08,"09:30:00"
"37664",12596.6,2,2022-04-08,"09:40:00"
"37665",13211.3,2,2022-04-08,"09:50:00"
"37666",13573.5,2,2022-04-08,"10:00:00"
"37667",14238.6,2,2022-04-08,"10:10:00"
"37668",15131.7,2,2022-04-08,"10:20:00"
"37669",15857.3,2,2022-04-08,"10:30:00"
"37670",16274.8,2,2022-04-08,"10:40:00"
"37671",16932.6,2,2022-04-08,"10:50:00"
"37672",17128.5,2,2022-04-08,"11:00:00"
"37673",17838,2,2022-04-08,"11:10:00"
"37674",18144.8,2,2022-04-08,"11:20:00"
"37675",19246,2,2022-04-08,"11:30:00"
"37676",18998.4,2,2022-04-08,"11:40:00"
"37677",18171.9,2,2022-04-08,"11:50:00"
"37678",18470,2,2022-04-08,"12:00:00"
"37679",19151.2,2,2022-04-08,"12:10:00"
"37680",19752.3,2,2022-04-08,"12:20:00"
"37681",14151.2,2,2022-04-08,"12:30:00"
"37682",13819.8,2,2022-04-08,"12:40:00"
"37683",18941.7,2,2022-04-08,"12:50:00"
"37684",13911,2,2022-04-08,"13:00:00"
"37685",19014.4,2,2022-04-08,"13:10:00"
"37686",18639.9,2,2022-04-08,"13:20:00"
"37687",11210.8,2,2022-04-08,"13:30:00"
"37688",11569.3,2,2022-04-08,"13:40:00"
"37689",16255.1,2,2022-04-08,"13:50:00"
"37690",15917.6,2,2022-04-08,"14:00:00"
"37691",15209.3,2,2022-04-08,"14:10:00"
"37692",15089.8,2,2022-04-08,"14:20:00"
"37693",11425.2,2,2022-04-08,"14:30:00"
"37694",11453.5,2,2022-04-08,"14:40:00"
"37695",10166.2,2,2022-04-08,"14:50:00"
"37696",11576.7,2,2022-04-08,"15:00:00"
"37697",10405.2,2,2022-04-08,"15:10:00"
"37698",9539.2,2,2022-04-08,"15:20:00"
"37699",7407,2,2022-04-08,"15:30:00"
"37700",8211.3,2,2022-04-08,"15:40:00"
"37701",8142.4,2,2022-04-08,"15:50:00"
"37702",7351.5,2,2022-04-08,"16:00:00"
"37703",6560.7,2,2022-04-08,"16:10:00"
"37704",5144.1,2,2022-04-08,"16:20:00"
"37705",4143.9,2,2022-04-08,"16:30:00"
"37706",3020.4,2,2022-04-08,"16:40:00"
"37707",3452.8,2,2022-04-08,"16:50:00"
"37708",2731,2,2022-04-08,"17:00:00"
"37709",2120,2,2022-04-08,"17:10:00"
"37710",1511.4,2,2022-04-08,"17:20:00"
"37711",981.8,2,2022-04-08,"17:30:00"
"37712",580.2,2,2022-04-08,"17:40:00"
"37713",266.1,2,2022-04-08,"17:50:00"
"37714",77.6,2,2022-04-08,"18:00:00"
"37715",14.8,2,2022-04-08,"18:10:00"
"37716",1.2,2,2022-04-08,"18:20:00"
"37717",0,2,2022-04-08,"18:30:00"
"37718",0,2,2022-04-08,"18:40:00"
"37719",0,2,2022-04-08,"18:50:00"
"37720",0,2,2022-04-08,"19:00:00"
"37721",0,2,2022-04-08,"19:10:00"
"37722",0,2,2022-04-08,"19:20:00"
"37723",0,2,2022-04-08,"19:30:00"
"37724",0,2,2022-04-08,"19:40:00"
"37725",0,2,2022-04-08,"19:50:00"
"37726",0,2,2022-04-08,"20:00:00"
"37727",0,2,2022-04-08,"20:10:00"
"37728",0,2,2022-04-08,"20:20:00"
"37729",0,2,2022-04-08,"20:30:00"
"37730",0,2,2022-04-08,"20:40:00"
"37731",0,2,2022-04-08,"20:50:00"
"37732",0,2,2022-04-08,"21:00:00"
"37733",0,2,2022-04-08,"21:10:00"
"37734",0,2,2022-04-08,"21:20:00"
"37735",0,2,2022-04-08,"21:30:00"
"37736",0,2,2022-04-08,"21:40:00"
"37737",0,2,2022-04-08,"21:50:00"
"37738",0,2,2022-04-08,"22:00:00"
"37739",0,2,2022-04-08,"22:10:00"
"37740",0,2,2022-04-08,"22:20:00"
"37741",0,2,2022-04-08,"22:30:00"
"37742",0,2,2022-04-08,"22:40:00"
"37743",0,2,2022-04-08,"22:50:00"
"37744",0,2,2022-04-08,"23:00:00"
"37745",0,2,2022-04-08,"23:10:00"
"37746",0,2,2022-04-08,"23:20:00"
"37747",0,2,2022-04-08,"23:30:00"
"37748",0,2,2022-04-08,"23:40:00"
"37749",0,2,2022-04-08,"23:50:00"
"37750",0,2,2022-04-09,NA
"37751",0,2,2022-04-09,"00:10:00"
"37752",0,2,2022-04-09,"00:20:00"
"37753",0,2,2022-04-09,"00:30:00"
"37754",0,2,2022-04-09,"00:40:00"
"37755",0,2,2022-04-09,"00:50:00"
"37756",0,2,2022-04-09,"01:00:00"
"37757",0,2,2022-04-09,"01:10:00"
"37758",0,2,2022-04-09,"01:20:00"
"37759",0,2,2022-04-09,"01:30:00"
"37760",0,2,2022-04-09,"01:40:00"
"37761",0,2,2022-04-09,"01:50:00"
"37762",0,2,2022-04-09,"02:00:00"
"37763",0,2,2022-04-09,"02:10:00"
"37764",0,2,2022-04-09,"02:20:00"
"37765",0,2,2022-04-09,"02:30:00"
"37766",0,2,2022-04-09,"02:40:00"
"37767",0,2,2022-04-09,"02:50:00"
"37768",0,2,2022-04-09,"03:00:00"
"37769",0,2,2022-04-09,"03:10:00"
"37770",0,2,2022-04-09,"03:20:00"
"37771",0,2,2022-04-09,"03:30:00"
"37772",0,2,2022-04-09,"03:40:00"
"37773",0,2,2022-04-09,"03:50:00"
"37774",0,2,2022-04-09,"04:00:00"
"37775",0,2,2022-04-09,"04:10:00"
"37776",0,2,2022-04-09,"04:20:00"
"37777",0,2,2022-04-09,"04:30:00"
"37778",0,2,2022-04-09,"04:40:00"
"37779",0,2,2022-04-09,"04:50:00"
"37780",0,2,2022-04-09,"05:00:00"
"37781",0,2,2022-04-09,"05:10:00"
"37782",0,2,2022-04-09,"05:20:00"
"37783",0,2,2022-04-09,"05:30:00"
"37784",0,2,2022-04-09,"05:40:00"
"37785",0,2,2022-04-09,"05:50:00"
"37786",7.4,2,2022-04-09,"06:00:00"
"37787",49.3,2,2022-04-09,"06:10:00"
"37788",136.7,2,2022-04-09,"06:20:00"
"37789",365.9,2,2022-04-09,"06:30:00"
"37790",731.7,2,2022-04-09,"06:40:00"
"37791",758.8,2,2022-04-09,"06:50:00"
"37792",877.1,2,2022-04-09,"07:00:00"
"37793",868.4,2,2022-04-09,"07:10:00"
"37794",958.4,2,2022-04-09,"07:20:00"
"37795",660.3,2,2022-04-09,"07:30:00"
"37796",641.8,2,2022-04-09,"07:40:00"
"37797",595,2,2022-04-09,"07:50:00"
"37798",692.3,2,2022-04-09,"08:00:00"
"37799",1394.4,2,2022-04-09,"08:10:00"
"37800",1613.7,2,2022-04-09,"08:20:00"
"37801",2153.2,2,2022-04-09,"08:30:00"
"37802",5269.7,2,2022-04-09,"08:40:00"
"37803",8213.8,2,2022-04-09,"08:50:00"
"37804",9151.2,2,2022-04-09,"09:00:00"
"37805",10392.9,2,2022-04-09,"09:10:00"
"37806",11162.8,2,2022-04-09,"09:20:00"
"37807",11729.4,2,2022-04-09,"09:30:00"
"37808",12244.3,2,2022-04-09,"09:40:00"
"37809",12967.4,2,2022-04-09,"09:50:00"
"37810",13169.4,2,2022-04-09,"10:00:00"
"37811",14024.3,2,2022-04-09,"10:10:00"
"37812",14942,2,2022-04-09,"10:20:00"
"37813",14742.5,2,2022-04-09,"10:30:00"
"37814",15633.1,2,2022-04-09,"10:40:00"
"37815",17015.2,2,2022-04-09,"10:50:00"
"37816",5373.2,2,2022-04-09,"11:00:00"
"37817",12835.6,2,2022-04-09,"11:10:00"
"37818",16082.7,2,2022-04-09,"11:20:00"
"37819",17373.6,2,2022-04-09,"11:30:00"
"37820",9338.5,2,2022-04-09,"11:40:00"
"37821",7456.2,2,2022-04-09,"11:50:00"
"37822",15569,2,2022-04-09,"12:00:00"
"37823",9912.5,2,2022-04-09,"12:10:00"
"37824",10948.4,2,2022-04-09,"12:20:00"
"37825",13091.8,2,2022-04-09,"12:30:00"
"37826",11990.6,2,2022-04-09,"12:40:00"
"37827",9528.2,2,2022-04-09,"12:50:00"
"37828",14832.4,2,2022-04-09,"13:00:00"
"37829",17473.4,2,2022-04-09,"13:10:00"
"37830",14763.4,2,2022-04-09,"13:20:00"
"37831",13163.3,2,2022-04-09,"13:30:00"
"37832",13053.6,2,2022-04-09,"13:40:00"
"37833",13816.1,2,2022-04-09,"13:50:00"
"37834",14099.4,2,2022-04-09,"14:00:00"
"37835",13492.2,2,2022-04-09,"14:10:00"
"37836",14115.5,2,2022-04-09,"14:20:00"
"37837",13136.2,2,2022-04-09,"14:30:00"
"37838",10915.2,2,2022-04-09,"14:40:00"
"37839",11963.5,2,2022-04-09,"14:50:00"
"37840",11074.1,2,2022-04-09,"15:00:00"
"37841",10316.5,2,2022-04-09,"15:10:00"
"37842",9609.5,2,2022-04-09,"15:20:00"
"37843",7942.8,2,2022-04-09,"15:30:00"
"37844",7446.4,2,2022-04-09,"15:40:00"
"37845",6680.2,2,2022-04-09,"15:50:00"
"37846",6412.9,2,2022-04-09,"16:00:00"
"37847",5683.6,2,2022-04-09,"16:10:00"
"37848",5036.9,2,2022-04-09,"16:20:00"
"37849",4355.7,2,2022-04-09,"16:30:00"
"37850",4145.1,2,2022-04-09,"16:40:00"
"37851",3753.4,2,2022-04-09,"16:50:00"
"37852",2058.4,2,2022-04-09,"17:00:00"
"37853",1612.5,2,2022-04-09,"17:10:00"
"37854",1377.2,2,2022-04-09,"17:20:00"
"37855",888.1,2,2022-04-09,"17:30:00"
"37856",492.7,2,2022-04-09,"17:40:00"
